0	6.80147	2.415727	2.903113	-1.958943	6.331994	0.646181	-7.0020281	-1.1558422	-3.48885063	-0.05231031	-1.133406	2.14975	-8.243259	-2.184985	12.5318455	8.60611	4.356662	1.677676	-6.318216	-8.041734	1.994679	2.029724	4.317096	1.537997	5.699166	-36.94039	-8.394709	4.111792	9.260926	-8.1591342	72.15133	3.919572	-8.717001	-3.84522	-0.35685047	-1.4006071	5.495809	1.576204	2.258084	-4.328987	-1.8972813	1.9944176	-0.462897	1.906378	-3.892372	3.4846162	-2.4669391	0.191403	-0.31644	2.064945
1	0.20426	1.45765	-1.01466	0.368942	3.76313	-0.0113	-0.24454	-0.67296	1.290707	1.966928	0.19516	1.84016	-0.71754	-1.473179	1.72102	-0.081186	1.11877	-0.21283	-0.4299044	-2.59933	-0.160061	0.17179	0.175827	-1.2573947	0.79936	-5.69428	-2.54126	0.32356	1.861899	-0.08871	12.5495	0.09145	0.78074	-1.610144	1.54546	-0.653155	-0.316881	2.183723	0.45439	-1.99577	0.126535	-0.0843448	0.830108	1.903061	-0.80698	-0.604408	-0.068354	2.21758	1.39982	2.07385
1	0.908113	1.68069	-1.0499	-0.554159	1.31227	0.798043	-1.43604	-0.196164	0.63817977	0.253064	0.920463	1.20137	-0.68268	-0.00728	0.4032715	0.677978	0.903244	0.25354	-1.69751	-0.53086	-0.037099	-0.339827	-0.559199	-1.38287	0.85803	-5.65217	-3.086217	-0.073199	-0.46883	-0.68746	10.8997	0.53327	-0.46417	-0.02086	0.29417713	0.5977301	0.1462742	-0.01347	0.684155	-0.821301	-0.729911	0.11392	-1.391863	0.552263	-0.814581	0.640564	0.0822249	-0.12546	-0.867917	-2.26411
0	4.46883	1.9199	2.4873005	0.796926	0.984975	3.233416	-2.6720002	-0.167302	-1.351582	1.779907	-1.858568	-0.57939	-3.51023	-0.9022	3.754357	-0.96397	-1.858992	0.21764	-1.157466	-5.424238	-0.092185	2.23807	2.161105	-1.830236	0.572098	-10.00004	-0.606515	-0.8983144	3.416171	-1.086828	26.616741	3.2836888	-1.40683	-3.086534	2.651746	0.785741	-0.66399	1.992295	-0.511271	-1.59627	-1.879276	0.127237	0.871947	3.78144	-1.33044	-0.001206	0.199848	2.227193	-3.207969	-0.388838
1	0.570613	2.21372	-2.06913	1.3116	0.86161	-0.185897	-0.5734961	-0.04018	0.40094977	-0.571586	0.761586	1.39903	0.266341	-0.27249	-0.1651185	0.3845329	1.72894	1.84851	-1.66597	-0.42535	-0.582941	-0.971917	0.235096	-0.051118	2.06354	-5.00086	-2.751433	0.648741	-0.986184	-0.474994	11.79705	-0.18325	-0.239094	-0.41375	-0.46268687	0.4528249	0.29101	-0.03943	0.855941	-0.470861	-0.748043	0.29448	-2.47489	0.124394	-1.31112	0.50097	-0.0872651	-1.24167	0.30952	-0.66666
0	4.249136	-1.923444	6.038639	-4.316865	5.9390676	1.1812373	-6.973184	-0.484199	-3.07887923	1.24998557	0.050708	3.292405	-5.23168	0.07272	6.4284755	7.504338	2.067536	-1.350288	-3.171306	-9.63226	2.432749	0.859379	4.26943	-0.230612	4.265458	-27.015845	-4.11557	2.994249	8.3251	-10.14033	56.25759	8.55764	-5.489557	0.08325	-0.28588087	-1.1421461	2.109379	2.628128	3.3986763	-5.386457	-1.3359713	1.007912	-1.218616	4.808685	-6.197231	0.233697	0.7417589	-1.026949	-0.47738	-0.183747
0	10.1610981	2.512468	2.85247174	-4.327065	8.5506506	4.361219	-10.498368	-0.7275628	-4.87781823	-2.258797	-3.450275	0.2972	-4.259322	0.072285	9.3858705	-0.795689	1.60622	-0.877037	-7.295421	-12.529808	3.104782	4.1560534	10.200052	2.146039	1.710459	-31.3438	-8.10233	-1.308677	3.873252	-9.75589	71.6048	4.356072	-4.344856	-7.549747	1.95602013	3.9166093	-0.060592	0.667463	-2.224842	0.72548	-2.254789	3.116425	1.8736364	7.065864	1.094516	-1.2287149	-4.6669371	-2.82235	-5.578864	-6.60238
0	2.40722	-0.579199	1.754577	-3.79973	2.24913	0.010017	-1.36609	2.6073833	-0.657077	2.24429657	-2.19384	2.75722	-2.99397	-2.336378	6.00502	0.85838	2.039454	-0.36339	0.971409	-3.67922	-0.50119	1.735995	2.00819	-0.9792934	3.380784	-12.93085	-3.99396	0.431449	4.90523	-4.2785457	18.9276	5.73822	-2.340325	-0.07496	-1.9576	0.63611	0.08714	2.115329	2.96944	-2.508851	-1.0727993	0.914073	0.165356	3.44879	-0.260253	-0.690201	-1.69233	0.557783	-0.083814	1.47901
0	2.66451	1.253105	0.080047	-0.770554	2.63299	1.939507	-2.783104	-1.281199	0.81009	0.70931	-1.144624	1.161537	-1.96982	-1.878585	4.04466	0.079455	2.6986643	1.267281	-1.77162	-2.794394	2.497979	0.01481	1.235311	-1.52832	0.43429156	-12.901	-2.72593	0.35841	3.126849	-1.447577	24.1234	0.47773	-2.152235	-2.73766	-0.668093	0.9376464	-1.191143	1.964387	3.13519	-0.79449	-0.9870989	0.6087668	0.841715	1.551974	-0.995599	0.08473	-1.960784	-0.033442	0.535102	-0.31449
1	3.613115	0.6191266	-0.289253	-2.48787	3.78956	1.250014	-5.870169	2.54695	-3.89415046	-1.26992	2.065908	2.331628	-5.874315	-3.138205	1.989536	1.886222	-2.902706	2.140759	-8.5334849	-4.184486	2.512793	0.86365	1.94575	-2.8556516	1.157998	-23.29897	-2.868586	1.2025344	3.696651	-3.069248	44.3772	-1.212599	-2.322599	-5.860626	5.09139926	0.8165898	4.815882	3.697311	-0.66303	-3.899258	-1.124707	-1.384004	-3.789123	-0.18162115	-2.979767	0.0426059	-0.8340652	-4.915652	-1.229057	-0.081291
0	4.21146	3.2311642	-3.8855766	-0.996264	8.7074	3.0891	-3.8680432	-3.939797	-2.56287046	-0.145769	1.414714	0.687055	-3.028399	0.916349	2.872221	4.711651	2.1639091	2.45642	-4.6444008	-7.775661	-1.74563	1.7663065	1.553659	1.636736	5.4749	-21.28842	-7.93653	6.031207	3.483294	-3.69007	49.5086	-0.325664	0.422472	-6.00683	0.85422426	-0.1433432	3.881495	6.141345	-1.695348	-3.484731	-0.450392	0.924615	-2.854948	4.448445	-0.542956	0.913992	0.1541398	-2.265952	0.357492	3.317058
1	2.90952	1.216171	-0.411068	0.641904	5.618957	4.340639	-4.886848	-1.931443	0.157211	0.125632	1.013708	1.252171	-1.063491	1.569785	3.153766736	1.264133	-1.120177	-0.08658	-2.736036	-5.423141	-1.21379	1.447338	2.338816	-1.20202	-1.468239	-17.93662	-3.302631	1.392484	0.719016	-2.8155	33.9942	-0.050137	-2.181183	-1.835536	1.850681	0.415472	1.934276	2.517827	0.318852	-3.96075	-0.0700292	2.290159	-1.150454	4.325797	3.086132	-1.827941	-2.465078	1.173508	-0.133071	0.930827
0	2.67522	-2.573696	0.8418514	-3.57413	3.474203	-2.875563	-2.01879	1.938467	-3.085799	0.34093757	0.7333122	4.91879	-2.27314	-0.774383	5.775025	4.29857	2.781801	0.3898743	1.787573	-5.59339	-2.45665	2.535185	4.03218	2.28396	4.759939	-12.45075	-4.49887	0.368882	3.66112	-5.58798	18.926041	4.405167	-4.081012	-3.22863	-1.32794	-1.570926	1.734004	1.400504	0.952844	-1.683123	-1.3054343	0.199459	1.341058	4.52386	0.429044541	-0.568939	-1.998119	0.70335721	0.474056	4.052769
1	1.60168	-0.27654	0.039094	-1.80291	2.19872	-0.333302	-1.7225	0.1301958	-0.902923	1.1822	-0.66247	0.59722	-1.443	-0.198477	2.38212	1.432699	2.20734	0.35968	-0.3534064	-3.06185	-1.76732	1.391428	1.62768	-0.028088	2.65591	-7.3056	-2.5425	1.76201	2.88388	-1.548309	14.7854	1.66746	0.172454	-1.299335	0.171907	-0.784669	-0.390954	2.52564	-0.75252	-1.91834	-1.62462	0.4794862	0.78864	1.76809	-0.67761	0.2295344	-1.123882	0.00365	-0.48791	1.49883
0	8.8490908	0.42711	0.114655	-1.210867	7.07902929	3.73807349	-6.714472	-1.25683	-0.3970342	2.0036694	-2.0502477	2.0587059	-6.109112	1.348412	8.8334	5.7587158	2.738676	-1.109266	-3.886202	-8.90546	-0.28804	1.005428	2.195122	0.1054051	6.042592	-29.702163	-6.578661	4.60636462	7.724774	-7.7456	57.31699	2.121573	-6.3813162	-3.82322	-1.0682464	-2.272257	0.438479	2.931391	1.513417	-5.073932	-3.292252	1.3483328	-2.25476	4.499486	-0.726543	1.820889	2.2161	0.39123	-1.6531799	1.4614344
0	4.539429	-0.255459	1.8918704	-2.155193	4.875567	1.721156	-10.155624	1.693448	-4.647795	-0.76752743	0.294188	3.114658	-8.728062	-1.3238345	8.4111	4.006643	0.375273	-3.842635	-6.228174	-8.65849	1.65637	3.9319	7.08747	1.310981	4.4689898	-26.23079	-3.155884	1.43	5.267055	-8.97365	54.5206	4.95948	-5.078548	-4.472326	1.4517668	-1.109795	3.838795	3.4046041	-0.5247984	-2.548371	-0.9846653	0.706907	-0.7522423	1.99222	-0.988162	0.390726	-1.533602	-1.825039	-0.063454	-0.931236
